Date,USD,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,NZD,THB,HUF,AED,HKD,MXN,ZAR,PHP,SEK,IDR,SAR,BRL,TRY,KES,KRW,EGP,IQD,NOK,KWD,RUB,DKK,PKR,ILS,PLN,QAR,XAU,OMR,COP,CLP,TWD,ARS,CZK,VND,MAD,JOD,BHD,XOF,LKR,UAH,NGN,TND,UGX,RON,BDT,PEN,GEL,XAF,FJD,VEF,BYR,HRK,UZS,BGN,DZD,IRR,DOP,ISK,XAG,CRC,SYP,LYD,JMD,MUR,GHS,AOA,UYU,AFN,LBP,XPF,TTD,LTL,TZS,ALL,XCD,GTQ,NPR,BOB,ZWD,BBD,CUC,LAK,BND,BWP,HNL,PYG,ETB,NAD,PGK,SDG,MOP,NIO,BMD,KZT,PAB,BAM,GYD,YER,MGA,KYD,MZN,RSD,SCR,AMD,SBD,AZN,SLL,TOP,BZD,MWK,GMD,BIF,SOS,HTG,GNF,MVR,MNT,CDF,STD,TJS,KPW,MMK,LSL,LRD,KGS,GIP,XPT,MDL,CUP,KHR,MKD,VUV,MRO,ANG,SZL,CVE,SRD,XPD,SVC,BSD,XDR,RWF,AWG,DJF,BTN,KMF,WST,SPL,ERN,FKP,SHP,JEP,TMT,TVD,IMP,GGP
2013-06-30,1.0000000000,1.3009653507,1.5210000000,0.0167993815,0.9142500000,0.9506155236,0.7888052755,1.0582626502,0.3165558801,0.0100821697,0.1629407547,0.7745900000,0.0321543404,0.0044077135,0.2722570034,0.1289280343,0.0772123262,0.1011989034,0.0232072406,0.1493073260,0.0001007166,0.2666417801,0.4479885315,0.5190760547,0.0116890703,0.0008753118,0.1424643486,0.0008619204,0.1646253128,3.5137035712,0.0304550000,0.1744938805,0.0100553045,0.2744689027,0.3009464767,0.2746875377,1235.0049999980,2.5974026617,0.0005203455,0.0019696671,0.0331367221,0.1856320743,0.0500375281,0.0000472478,0.1177024442,1.4134275999,2.6532237550,0.0019833089,0.0076690000,0.1226542395,0.0061690312,0.6081985281,0.0003861004,0.2920475520,0.0128617363,0.3597769373,0.6057559000,0.0019833089,0.5290000000,0.1591292399,0.0001137915,0.1755895471,0.0004777600,0.6661293223,0.0126839174,0.0000815661,0.0240500230,0.0081105000,19.6500000000,0.0020262604,0.0099780482,0.7864726754,0.0099601592,0.0322580645,0.4938271372,0.0103832100,0.0494559859,0.0181983619,0.0006635700,0.0109020896,0.1567398091,0.3767856090,0.0006146281,0.0092601167,0.3703703700,0.1276731570,0.0104495000,0.1457725919,0.0027631943,0.5000000000,1.0000000000,0.0001291990,0.7888052755,0.1159999967,0.0493827160,0.0002242152,0.0533750800,0.1011989034,0.4447520000,0.2277904397,0.1251728488,0.0404776362,1.0000000000,0.0065897858,1.0000000000,0.6651730216,0.0049517208,0.0046544099,0.0004562044,1.2194667164,0.0338409484,0.0114510000,0.0851933896,0.0024396300,0.1373992878,1.2746975000,0.0002337541,0.5389999747,0.4974897307,0.0030731408,0.0293685763,0.0006535948,0.0007165000,0.0236966820,0.0001474926,0.0662690517,0.0006968641,0.0011074197,0.0000534188,0.2098860000,0.0076977401,0.0010319917,0.1011989034,0.0135135135,0.0205588300,1.5210000000,1340.7000000058,0.0800320135,0.0377358491,0.0002442002,0.0212449545,0.0105263158,0.0033898305,0.5747787180,0.1011989034,0.0119260587,0.3076923077,659.9849999982,0.1142857143,1.0000000000,1.5012760000,0.0015503876,0.5586592179,0.0057240986,0.0167993815,0.0026444119,0.4214999974,6.0000000000,0.0947867500,1.5210000000,1.5210000000,1.5210000000,0.3508771930,0.9142500000,1.5210000000,1.5210000000
2013-07-18,1.0000000000,1.3078514498,1.5192627600,0.0167695418,0.9152039884,0.9620621974,0.7888296027,1.0562559909,0.3130439324,0.0099405466,0.1627402748,0.7881728554,0.0322011488,0.0044310763,0.2722534583,0.1289090314,0.0797586726,0.1006828670,0.0230476351,0.1515449875,0.0000989423,0.2666451992,0.4491060076,0.5197766432,0.0115008596,0.0008891953,0.1428048958,0.0008596988,0.1666169130,3.5032431596,0.0308346824,0.1753802432,0.0099238862,0.2790614062,0.3080057036,0.2745982516,1285.0756576584,2.5980640943,0.0005317248,0.0019990006,0.0333882331,0.1837277511,0.0504802083,0.0000470694,0.1174545685,1.4109355189,2.6518279812,0.0019938067,0.0075930200,0.1227747316,0.0061959414,0.6015038843,0.0003871484,0.2954459114,0.0128539046,0.3621877933,0.6042909300,0.0019938067,0.5310147900,0.1590406915,0.0001123940,0.1741522787,0.0004758600,0.6679778701,0.0126275288,0.0000814000,0.0238582173,0.0082440300,19.4798473056,0.0020050900,0.0095510572,0.7785130384,0.0098571964,0.0316995492,0.4895965522,0.0103670600,0.0482394146,0.0178014770,0.0006615973,0.0109597951,0.1555324384,0.3787799611,0.0006159599,0.0093201500,0.3703703700,0.1279345011,0.0104846700,0.1447217432,0.0027631943,0.5000000000,1.0000000000,0.0001282481,0.7888296027,0.1168000028,0.0493310703,0.0002249779,0.0532613582,0.1006828670,0.4380015052,0.2271445554,0.1251543994,0.0395944783,1.0000000000,0.0065411817,1.0000000000,0.6686938281,0.0049288994,0.0046543968,0.0004524942,1.2195121999,0.0330582478,0.0114797380,0.0834034730,0.0024352300,0.1381999999,1.2748602900,0.0002309629,0.5440000142,0.5001497962,0.0030017356,0.0274025000,0.0006493651,0.0007266032,0.0229410415,0.0001448103,0.0652639685,0.0006931252,0.0010940000,0.0000533191,0.2097845838,0.0077053908,0.0010121576,0.1006828670,0.0134231080,0.0204216808,1.5192627600,1414.1596210237,0.0806979077,0.0377358491,0.0002473457,0.0213315300,0.0103632412,0.0034305796,0.5658976440,0.1006828670,0.0119189772,0.3053534460,746.7934855169,0.1142857143,1.0000000000,1.5027425200,0.0015413174,0.5586592179,0.0055665488,0.0167695418,0.0026584089,0.4214999987,6.0000000000,0.0933745920,1.5192627600,1.5192627600,1.5192627600,0.3508771930,0.9152039884,1.5192627600,1.5192627600
2013-08-05,1.0000000000,1.3255764439,1.5344666822,0.0164248459,0.8911590694,0.9622798201,0.7873365732,1.0749555915,0.3094442969,0.0101474460,0.1632087263,0.7796369656,0.0318766295,0.0044353239,0.2722570248,0.1289216531,0.0788818551,0.1014126913,0.0230043484,0.1517569034,0.0000972230,0.2666602717,0.4355432431,0.5176628608,0.0114442741,0.0008961776,0.1429183752,0.0008598495,0.1684709810,3.5088107776,0.0303919078,0.1778038969,0.0098039258,0.2813844830,0.3141722967,0.2745970362,1301.2368779479,2.5980775989,0.0005292608,0.0019489745,0.0333766997,0.1812617589,0.0511372157,0.0000474297,0.1188398351,1.4113344358,2.6532239373,0.0020208283,0.0075959006,0.1229105656,0.0062648843,0.6067226862,0.0003875917,0.3004523267,0.0128411262,0.3585517108,0.6008984900,0.0020208283,0.5270129781,0.1589296750,0.0001125083,0.1762495601,0.0004736100,0.6766496964,0.0125268975,0.0000814000,0.0238305325,0.0084245200,19.7152603059,0.0019839103,0.0094742073,0.7947407211,0.0098767654,0.0323109297,0.4836765760,0.0103477500,0.0471699866,0.0180589136,0.0006619954,0.0111083306,0.1557177916,0.3839134743,0.0006170993,0.0094814700,0.3703703700,0.1275786940,0.0102619500,0.1447246223,0.0027631943,0.5000000000,1.0000000000,0.0001281694,0.7873365732,0.1172999963,0.0490256201,0.0002259899,0.0531662300,0.1014126913,0.4287557397,0.2271453160,0.1251666535,0.0398548777,1.0000000000,0.0065010883,1.0000000000,0.6777564737,0.0049279952,0.0046533297,0.0004570488,1.2195120013,0.0334706333,0.0116535900,0.0838695959,0.0024353418,0.1406085933,1.2746975470,0.0002288573,0.5403000012,0.5028449063,0.0030459039,0.0274025000,0.0006514966,0.0007372796,0.0230414744,0.0001428185,0.0652060521,0.0006655597,0.0010889680,0.0000540103,0.2097361788,0.0076950313,0.0010235669,0.1014126913,0.0133340712,0.0204290100,1.5344666822,1448.8125494596,0.0789277068,0.0377358491,0.0002440737,0.0215203123,0.0103529687,0.0033145920,0.5592121766,0.1014126913,0.0121536381,0.3053595042,734.0752768910,0.1142857143,1.0000000000,1.5129737600,0.0015395372,0.5586592179,0.0055594203,0.0164248459,0.0026944377,0.4204999980,6.0000000000,0.0955110100,1.5344666822,1.5344666822,1.5344666822,0.3508771930,0.8911590694,1.5344666822,1.5344666822
2013-08-23,1.0000000000,1.3390017639,1.5574334239,0.0157365808,0.9033446300,0.9506126952,0.7814242061,1.0859667797,0.3031116880,0.0101419886,0.1633892389,0.7814476938,0.0313577799,0.0044936943,0.2722551604,0.1289446512,0.0769467982,0.0978318019,0.0226116317,0.1541575287,0.0000916743,0.2666429862,0.4209655986,0.5018055486,0.0114181409,0.0008966046,0.1430822166,0.0008611647,0.1660565941,3.5112381646,0.0302942868,0.1795065977,0.0096526247,0.2784237149,0.3169733678,0.2745972814,1396.1677609940,2.5968971115,0.0005230540,0.0019646822,0.0333991386,0.1779755709,0.0521578957,0.0000473054,0.1198107148,1.4128786418,2.6519597646,0.0020412950,0.0075557300,0.1229861225,0.0061938802,0.6131208942,0.0003883548,0.3024108787,0.0128444160,0.3554289319,0.6024165000,0.0020412950,0.5255173200,0.1590406735,0.0001121233,0.1773035478,0.0004727300,0.6825581298,0.0123617592,0.0000814000,0.0235578956,0.0082576400,23.7395865076,0.0019840294,0.0088495688,0.7905137689,0.0098571921,0.0325775819,0.4678375098,0.0104286900,0.0455997608,0.0180995537,0.0006619292,0.0112208348,0.1555230694,0.3878017157,0.0006190059,0.0095557400,0.3703703700,0.1260954569,0.0099159600,0.1447216455,0.0027631943,0.5000000000,1.0000000000,0.0001275596,0.7814242061,0.1151999980,0.0490078272,0.0002246578,0.0530643800,0.0978318019,0.4207505500,0.2271445763,0.1251889818,0.0393931279,1.0000000000,0.0065607122,1.0000000000,0.6846207308,0.0049273361,0.0046565447,0.0004591434,1.2195122000,0.0334448705,0.0117246378,0.0827618825,0.0024625700,0.1416480171,1.2748602900,0.0002309684,0.5376999987,0.5041173015,0.0029875234,0.0283160000,0.0006557538,0.0007621684,0.0229359779,0.0001464718,0.0652513575,0.0006420573,0.0010891668,0.0000544366,0.2098021800,0.0077519155,0.0010266970,0.0978318019,0.0127391101,0.0206095257,1.5574334239,1543.4478550992,0.0785058661,0.0377358491,0.0002444994,0.0216943910,0.0103740001,0.0033500869,0.5614171751,0.0978318019,0.0123003566,0.3053609721,753.1215939990,0.1142857143,1.0000000000,1.5228813000,0.0015414491,0.5586592179,0.0055669758,0.0157365808,0.0027217267,0.4204999902,6.0000000000,0.0955110100,1.5574334239,1.5574334239,1.5574334239,0.3508771930,0.9033446300,1.5574334239,1.5574334239
2013-09-10,1.0000000000,1.3260839330,1.5727842389,0.0157000369,0.9285619105,0.9657554606,0.7882258759,1.0702367491,0.3052037923,0.0099772161,0.1633653339,0.8050257546,0.0311192652,0.0044278138,0.2722503184,0.1289534141,0.0760869364,0.0996687168,0.0228454094,0.1527823412,0.0000891114,0.2666052697,0.4387686922,0.4952791021,0.0114181409,0.0009200963,0.1449981958,0.0008597707,0.1685818468,3.5075625746,0.0303332030,0.1777912908,0.0095420465,0.2790716294,0.3120702599,0.2747464156,1364.6125239900,2.5977379264,0.0005166664,0.0019739726,0.0336712658,0.1750549514,0.0514105172,0.0000474285,0.1191422259,1.4139273419,2.6528718941,0.0020216019,0.0075272900,0.1223241562,0.0060994216,0.6079028509,0.0003883495,0.2971285224,0.0128493590,0.3573983011,0.6024338200,0.0020216019,0.5298050500,0.1590406912,0.0001104789,0.1747665120,0.0004695500,0.6780202128,0.0120898567,0.0000814000,0.0234466625,0.0083472500,22.9935778694,0.0019662753,0.0088535100,0.7867821180,0.0098402042,0.0318714553,0.4613613342,0.0103445400,0.0447427324,0.0179856408,0.0006615944,0.0111125834,0.1552795908,0.3840604533,0.0006194430,0.0094585500,0.3703700000,0.1255886955,0.0097202900,0.1447178047,0.0027631943,0.5000000000,1.0000000000,0.0001271880,0.7882258759,0.1162000000,0.0489716078,0.0002242153,0.0529562000,0.0996687168,0.4084955000,0.2276617057,0.1251974894,0.0400399438,1.0000000000,0.0065114760,1.0000000000,0.6780159487,0.0049276938,0.0046533279,0.0004549646,1.2195122000,0.0334452361,0.0115180041,0.0831186229,0.0024341000,0.1386518101,1.2746977800,0.0002309634,0.5384999758,0.5057396521,0.0029150384,0.0283160000,0.0006502075,0.0007806215,0.0228050594,0.0001465195,0.0654449548,0.0005925963,0.0010905117,0.0000539665,0.2097625700,0.0076909672,0.0010298831,0.0996687168,0.0126906108,0.0203684700,1.5727842389,1473.7965412509,0.0778210096,0.0377358491,0.0002450980,0.0215424424,0.0104118101,0.0034072023,0.5642376583,0.0996687168,0.0122025742,0.3053525723,689.9784802508,0.1142857143,1.0000000000,1.5161852900,0.0015337410,0.5586592179,0.0055669758,0.0157000369,0.0026954692,0.4239999975,6.0000000000,0.0955110100,1.5727842389,1.5727842389,1.5727842389,0.3508771930,0.9285619105,1.5727842389,1.5727842389
2013-09-28,1.0000000000,1.3522010453,1.6143500000,0.0158947134,0.9315000000,0.9702614855,0.7957000370,1.1038989712,0.3099813943,0.0101801894,0.1634200549,0.8280000000,0.0319795326,0.0045252759,0.2722718315,0.1289565481,0.0760922085,0.0992243139,0.0230547550,0.1553978613,0.0000875971,0.2666453350,0.4441187574,0.4916058304,0.0115540146,0.0009301677,0.1451020837,0.0008595496,0.1669417031,3.5398230238,0.0309250000,0.1813236627,0.0094741826,0.2811120794,0.3203947263,0.2747026317,1336.2999999924,2.5974026617,0.0005219207,0.0019864129,0.0338380848,0.1754386024,0.0525613128,0.0000473664,0.1211387021,1.4174344302,2.6525198654,0.0020614172,0.0075743300,0.1225640338,0.0062558646,0.6058769853,0.0003913894,0.3031405360,0.0128667008,0.3593244710,0.6012569400,0.0020614172,0.5380000000,0.1591292399,0.0001101322,0.1776135839,0.0004658300,0.6922882550,0.0122970979,0.0000403372,0.0235849048,0.0082542400,21.7950000000,0.0020257268,0.0088535100,0.8074283414,0.0097751708,0.0328947373,0.4618937726,0.0102438700,0.0461893773,0.0180440280,0.0006622517,0.0113314448,0.1564945260,0.3916244918,0.0006230530,0.0095456281,0.3703700000,0.1260557152,0.0100910800,0.1457725919,0.0027631943,0.5000000000,1.0000000000,0.0001277139,0.7957000370,0.1164000034,0.0489117151,0.0002259887,0.0528666100,0.0992243139,0.3864992000,0.2277904397,0.1252005321,0.0410677612,1.0000000000,0.0065061810,1.0000000000,0.6913694162,0.0049887753,0.0046576619,0.0004478280,1.2473048927,0.0338983051,0.0117900000,0.0845737457,0.0024653700,0.1417620509,1.2746975000,0.0002336449,0.5543000102,0.5088332582,0.0028054425,0.0283160000,0.0006540222,0.0007870000,0.0230414738,0.0001474926,0.0655737705,0.0006184292,0.0011007155,0.0000552792,0.2097010000,0.0078634911,0.0010319917,0.0992243139,0.0127877243,0.0205282700,1.6143500000,1420.4749999919,0.0774293460,0.0377358491,0.0002452784,0.0219780220,0.0106213487,0.0035335689,0.5650356139,0.0992243139,0.0124657191,0.3076923077,729.4100000005,0.1142857143,1.0000000000,1.5343305000,0.0015037594,0.5586592179,0.0057306590,0.0158947134,0.0027485563,0.4235000014,6.0000000000,0.0955110100,1.6143500000,1.6143500000,1.6143500000,0.3508771930,0.9315000000,1.6143500000,1.6143500000
2013-10-16,1.0000000000,1.3493296088,1.5905654260,0.0162130633,0.9529225179,0.9663824806,0.8026693407,1.0917072628,0.3155333243,0.0101114871,0.1639358956,0.8405527460,0.0319925214,0.0045739054,0.2722460308,0.1289538579,0.0777548065,0.1012139643,0.0231726475,0.1537801380,0.0000897109,0.2666332563,0.4623735911,0.5062727555,0.0117713741,0.0009374029,0.1450852400,0.0008583660,0.1661407704,3.5310946053,0.0311339050,0.1809086743,0.0094207117,0.2817834030,0.3239162282,0.2746121199,1273.4197083262,2.5967281851,0.0005319933,0.0020158020,0.0339794196,0.1712188029,0.0525348453,0.0000473810,0.1203480935,1.4119277912,2.6518275954,0.0020570397,0.0076248600,0.1220554173,0.0062366690,0.6076755945,0.0003960380,0.3035871129,0.0128493664,0.3608807448,0.6009477800,0.0020570397,0.5405444900,0.1590406915,0.0001090207,0.1766165081,0.0004621400,0.6898754600,0.0121628708,0.0000402984,0.0234794748,0.0082713000,21.2348490653,0.0020049071,0.0088535100,0.8021320514,0.0096135451,0.0322827992,0.4592427031,0.0102536400,0.0466200552,0.0179117941,0.0006611923,0.0113073821,0.1555404864,0.3907928663,0.0006178581,0.0096598200,0.3703703700,0.1258099065,0.0101371100,0.1447181065,0.0027631943,0.5000000000,1.0000000000,0.0001269334,0.8026693407,0.1175430161,0.0488424332,0.0002237478,0.0527689600,0.1012139643,0.3894991700,0.2271445579,0.1251979203,0.0400074013,1.0000000000,0.0064987986,1.0000000000,0.6899012740,0.0049276833,0.0046532206,0.0004524942,1.2195122000,0.0338330049,0.0118251545,0.0831424700,0.0024576700,0.1393000000,1.2750228300,0.0002304660,0.5526000125,0.5056353220,0.0026254986,0.0283160000,0.0006526735,0.0008101948,0.0231320526,0.0001462493,0.0650618054,0.0005970930,0.0010943386,0.0000552671,0.2096480000,0.0077138794,0.0010267068,0.1012139643,0.0124303121,0.0205372100,1.5905654260,1390.1033109627,0.0764409572,0.0377358491,0.0002450981,0.0220338296,0.0107016870,0.0033841364,0.5640132830,0.1012139643,0.0124688573,0.3053534179,709.7176277248,0.1142857143,1.0000000000,1.5298707400,0.0014965627,0.5586592179,0.0055682921,0.0162130633,0.0027427196,0.4334999640,6.0000000000,0.0955110100,1.5905654260,1.5905654260,1.5905654260,0.3508771930,0.9529225179,1.5905654260,1.5905654260
2013-11-03,1.0000000000,1.3484923439,1.5936000000,0.0161961680,0.9431500000,0.9593246355,0.8046023253,1.0960765938,0.3154574057,0.0101240192,0.1639424890,0.8234000000,0.0320821303,0.0045333484,0.2722940854,0.1289881524,0.0764041167,0.0981579194,0.0231535085,0.1527641139,0.0000889146,0.2666382253,0.4440300182,0.4949514832,0.0117096017,0.0009422406,0.1451547305,0.0008591065,0.1674527176,3.5460992248,0.0309050000,0.1808105738,0.0093632956,0.2832861190,0.3213006249,0.2747026317,1315.7000000078,2.5974026617,0.0005256518,0.0019637877,0.0339899050,0.1692047421,0.0521146836,0.0000475000,0.1204819249,1.4124293700,2.6532237550,0.0020557633,0.0076324223,0.1224290000,0.0063031833,0.6051437094,0.0003976143,0.3040530362,0.0128700134,0.3602317200,0.5983950000,0.0020557633,0.5403000000,0.1590407000,0.0001080000,0.1777872576,0.0004600000,0.6896551497,0.0124703825,0.0000400300,0.0235600000,0.0083298623,21.8950000000,0.0020253985,0.0088535100,0.8196721119,0.0095696000,0.0327869700,0.4524910100,0.0102617400,0.0467292300,0.0176145000,0.0006644518,0.0113003658,0.1557666400,0.3905503776,0.0006250000,0.0096665056,0.3703700000,0.1261909400,0.0101317126,0.1447253800,0.0027631943,0.5000000000,1.0000000000,0.0001265000,0.8046023253,0.1161993900,0.0489716000,0.0002259700,0.0526703100,0.0981579194,0.3837545000,0.2271440000,0.1252312160,0.0399920000,1.0000000000,0.0064775000,1.0000000000,0.6894731873,0.0049270000,0.0046554934,0.0004570000,1.1973579218,0.0335570000,0.0118230600,0.0832085500,0.0024675600,0.1355896468,1.2748605000,0.0002305000,0.5640000105,0.4884444284,0.0025353000,0.0283160000,0.0006450000,0.0008150000,0.0230414700,0.0001424200,0.0649772600,0.0005933000,0.0010882700,0.0000559284,0.2095428000,0.0075539770,0.0010288100,0.0981579194,0.0123456800,0.0206180000,1.5936000000,1454.3100000007,0.0774905100,0.0377358491,0.0002485000,0.0223865000,0.0104660100,0.0033557047,0.5586590000,0.0981579194,0.0123890000,0.3076923077,741.2749999978,0.1142857143,1.0000000000,1.5299878000,0.0014859400,0.5586592179,0.0055866400,0.0161961680,0.0027410178,0.4235000014,6.0000000000,0.0955110100,1.5936000000,1.5936000000,1.5936000000,0.3508771930,0.9431500000,1.5936000000,1.5936000000
2013-11-21,1.0000000000,1.3472553276,1.6155963961,0.0158904134,0.9249925856,0.9515842325,0.8001740542,1.0934842959,0.3119152292,0.0099067456,0.1641470068,0.8209600922,0.0314130750,0.0045147965,0.2722570184,0.1289895939,0.0765267912,0.0985466579,0.0228544406,0.1503249144,0.0000867528,0.2666207591,0.4333365117,0.4951195676,0.0115740800,0.0009410141,0.1447705000,0.0008581900,0.1636855065,3.5287087693,0.0302782976,0.1806159154,0.0092893681,0.2807215408,0.3210336864,0.2746535978,1241.7814776148,2.5977400100,0.0005177234,0.0019157093,0.0338245818,0.1650715160,0.0494282009,0.0000474100,0.1202403765,1.4124300807,2.6524542000,0.0020538775,0.0076277700,0.1216841600,0.0062893100,0.5948840000,0.0003952600,0.3027513800,0.0127980700,0.3567617499,0.5959184500,0.0020538775,0.5466015000,0.1588915001,0.0001071800,0.1754183508,0.0004609100,0.6888420945,0.0124970288,0.0000402300,0.0235995000,0.0082000900,19.9028871266,0.0020072300,0.0088535100,0.7995011002,0.0095194900,0.0327869700,0.4439533500,0.0102512200,0.0481930000,0.0175808900,0.0006640000,0.0112899996,0.1560096600,0.3901921130,0.0006230000,0.0096038900,0.3703703700,0.1262546600,0.0098855700,0.1447253800,0.0027631943,0.5000000000,1.0000000000,0.0001257200,0.8001740542,0.1161535151,0.0487329400,0.0002259900,0.0525002600,0.0985466579,0.3887553500,0.2271440000,0.1252326155,0.0398644701,1.0000000000,0.0065421500,1.0000000000,0.6888407109,0.0048745100,0.0046488894,0.0004450400,1.2195122000,0.0333112200,0.0118049100,0.0831950063,0.0024695100,0.1394500000,1.2748602900,0.0002295700,0.5480000000,0.5025252600,0.0024786600,0.0262512400,0.0006480900,0.0008038585,0.0244119800,0.0001424300,0.0650195099,0.0005788700,0.0010853600,0.0000551800,0.2095559700,0.0075355185,0.0010267000,0.0985466579,0.0124254500,0.0204811400,1.6155963961,1392.6229685248,0.0768650900,0.0377358491,0.0002491900,0.0218603700,0.0105820000,0.0033333500,0.5586592200,0.0985466579,0.0123339700,0.3053783900,714.9841754015,0.1142857143,1.0000000000,1.5284680000,0.0014870600,0.5586592179,0.0056101500,0.0158904134,0.0027385033,0.4328000000,6.0000000000,0.0955110100,1.6155963961,1.6155963961,1.6155963961,0.3508771930,0.9249925856,1.6155963961,1.6155963961
2013-12-09,1.0000000000,1.3726225321,1.6399166698,0.0163932901,0.9084366673,0.9395590760,0.8004354860,1.1216994975,0.3121799259,0.0096874509,0.1647477469,0.8270770537,0.0310941178,0.0045419753,0.2722607324,0.1289776960,0.0778095604,0.0963673402,0.0226731646,0.1530174410,0.0000844055,0.2666275628,0.4310438114,0.4921109395,0.0115340258,0.0009523283,0.1451589503,0.0008597713,0.1628122492,3.5335689999,0.0305271074,0.1839895632,0.0092421444,0.2861565506,0.3279280614,0.2747026317,1234.4044908138,2.5980775991,0.0005175386,0.0018888594,0.0338532999,0.1602050720,0.0499691656,0.0000473821,0.1218792577,1.4119308430,2.6518165587,0.0020925496,0.0076452600,0.1226091201,0.0063051700,0.6007810160,0.0003963535,0.3081514804,0.0128691844,0.3570791037,0.5868432400,0.0020925496,0.5425980000,0.1590406622,0.0001065814,0.1796079965,0.0004629000,0.7018009895,0.0125313279,0.0000402641,0.0235849048,0.0084566700,19.7450428816,0.0020116676,0.0088535100,0.8054773096,0.0095210893,0.0325732891,0.4324324324,0.0102512700,0.0472813205,0.0184257078,0.0006651147,0.0115025768,0.1555209880,0.3975389632,0.0006228589,0.0097752300,0.3703703700,0.1271940984,0.0101732100,0.1447178035,0.0027631943,0.5000000000,1.0000000000,0.0001248050,0.8004354860,0.1151435000,0.0487685905,0.0002207506,0.0523984700,0.0963673402,0.3949959900,0.2271440000,0.1252210641,0.0389105047,1.0000000000,0.0064798310,1.0000000000,0.7018107566,0.0048732944,0.0046533273,0.0004428698,1.2195120000,0.0334448165,0.0119288300,0.0842815018,0.0024582200,0.1387500000,1.2750228300,0.0002298851,0.5381000042,0.5007009783,0.0023929170,0.0259201647,0.0006493506,0.0008438819,0.0241558100,0.0001465201,0.0651465782,0.0005856515,0.0010881393,0.0000559128,0.2094725700,0.0077538566,0.0010162602,0.0963673402,0.0122729499,0.0202634200,1.6399166698,1371.9834339802,0.0766283514,0.0377358491,0.0002504383,0.0223214271,0.0104712042,0.0034423408,0.5634755404,0.0963673402,0.0124843936,0.3053435026,736.5934536103,0.1142857143,1.0000000000,1.5395273800,0.0014970060,0.5586592179,0.0055325035,0.0163932901,0.0027900661,0.4298000038,6.0000000000,0.0955110100,1.6399166698,1.6399166698,1.6399166698,0.3508771930,0.9084366673,1.6399166698,1.6399166698
2013-12-27,1.0000000000,1.3767796739,1.6490961000,0.0161415717,0.8887221591,0.9348769016,0.7888557079,1.1245655247,0.3040180908,0.0095182902,0.1647866192,0.8181090389,0.0304357935,0.0046478031,0.2722461780,0.1289510196,0.0764885219,0.0952565604,0.0225448674,0.1535933856,0.0000819237,0.2666293152,0.4248707385,0.4645163507,0.0116271014,0.0009483896,0.1440818342,0.0008595971,0.1632134218,3.5414558813,0.0306925676,0.1845494675,0.0094785804,0.2870821023,0.3318184509,0.2746127227,1214.9813115295,2.5967416547,0.0005203360,0.0019081931,0.0333139244,0.1539067826,0.0501780828,0.0000474486,0.1224333099,1.4128690431,2.6518336682,0.0020988871,0.0076481900,0.1214329148,0.0062268049,0.6091989971,0.0003995198,0.3082715598,0.0129479530,0.3589995577,0.5763416600,0.0020988871,0.5343060200,0.1590338117,0.0001052232,0.1802815279,0.0004541000,0.7039229490,0.0127500445,0.0000403205,0.0235283253,0.0085873800,20.0679771940,0.0019988804,0.0088535100,0.8100446194,0.0094491464,0.0329004101,0.4250344523,0.0102453900,0.0471698200,0.0178989725,0.0006633851,0.0115374137,0.1555404760,0.3987429547,0.0006323110,0.0098378300,0.3703703700,0.1276242781,0.0100961700,0.1447181065,0.0027631943,0.5000000000,1.0000000000,0.0001246310,0.7888557079,0.1151994500,0.0492029109,0.0002167220,0.0522301700,0.0952565604,0.3999994300,0.2271440000,0.1251951647,0.0387579993,1.0000000000,0.0064890900,1.0000000000,0.7039362695,0.0048669451,0.0046553442,0.0004444509,1.2195120000,0.0334203423,0.0120113026,0.0824851060,0.0024690000,0.1391000000,1.2746977800,0.0002303941,0.5382000100,0.5007496181,0.0023187060,0.0259200744,0.0006493484,0.0008203445,0.0233618733,0.0001462904,0.0650634987,0.0006150166,0.0010958717,0.0000562496,0.2095164600,0.0078058428,0.0010101126,0.0952565604,0.0122776551,0.0202020200,1.6490961000,1377.5886330909,0.0766283965,0.0377358491,0.0002495635,0.0224067590,0.0103792877,0.0034416689,0.5631898787,0.0952565604,0.0126557469,0.3053518967,711.5942355401,0.1142857143,1.0000000000,1.5411882700,0.0014792046,0.5586592179,0.0055265003,0.0161415717,0.0027985161,0.4307999956,6.0000000000,0.0955110100,1.6490961000,1.6490961000,1.6490961000,0.3508771930,0.8887221591,1.6490961000,1.6490961000
